raw,receiver,receiver_time,DC,PC,LV,BV,BU,I,T,DU,RU,N,NP,X,Y,Z,detections
"*450281.0#20[0009],OK,#9A450281,238,2024-10-07 20:13:49,STS,DC=1235,PC=88607,LV=0.0,BV=3.5,BU=20.8,I=2.4,T=22.8,DU=0.1,RU=4.1,XYZ=-0.06:-0.28:-0.81,#7F450281,239,2024-10-07 20:02:07,A69-9001,6277,#A8450281,240,2024-10-07 20:07:12,A69-9001,6278,123,#A1>",450281,2024-10-07T20:13:49Z,1235,88607,0,3.5,20.8,2.4,22.8,0.1,4.1,,,-0.06,-0.28,-0.81,"list(receiver = c(""450281"", ""450281""), rec_seq = c(""239"", ""240""), datetimeutc = c(""2024-10-07 20:02:07"", ""2024-10-07 20:07:12""), codespace = c(""A69-9001"", ""A69-9001""), tag = c(""6277"", ""6278""), sensor = c(NA, ""123""))"
